Date,Open,High,Low,Close,Adj Close,Volume,Cumulative Open,Price Change
19,2022-09-26,271.8299865722656,284.0899963378906,270.30999755859375,276.010009765625,276.010009765625,58076900,5781.089904785156,-11.260009765625
20,2022-09-27,283.8399963378906,288.6700134277344,277.510009765625,282.94000244140625,282.94000244140625,61925200,6064.929901123047,12.010009765625
21,2022-09-28,283.0799865722656,289.0,277.57000732421875,287.80999755859375,287.80999755859375,54664800,6348.0098876953125,-0.760009765625
22,2022-09-29,282.760009765625,283.6499938964844,265.7799987792969,268.2099914550781,268.2099914550781,77620600,6630.7698974609375,-0.319976806640625
23,2022-09-30,266.1499938964844,275.57000732421875,262.4700012207031,265.25,265.25,67726600,6896.919891357422,-16.610015869140625
24,2022-10-03,254.5,255.16000366210938,241.00999450683594,242.39999389648438,242.39999389648438,98363500,7151.419891357422,-11.649993896484375
25,2022-10-04,250.52000427246094,257.5,242.00999450683594,249.44000244140625,249.44000244140625,109578500,7401.939895629883,-3.9799957275390625
26,2022-10-05,245.00999450683594,246.6699981689453,233.27000427246094,240.80999755859375,240.80999755859375,86982700,7646.949890136719,-5.510009765625
27,2022-10-06,239.44000244140625,244.5800018310547,235.35000610351562,238.1300048828125,238.1300048828125,69298400,7886.389892578125,-5.5699920654296875
28,2022-10-07,233.94000244140625,234.57000732421875,222.02000427246094,223.07000732421875,223.07000732421875,83916800,8120.329895019531,-5.5
29,2022-10-10,223.92999267578125,226.99000549316406,218.36000061035156,222.9600067138672,222.9600067138672,67925000,8344.259887695312,-10.010009765625
30,2022-10-11,220.9499969482422,225.75,215.0,216.5,216.5,77013200,8565.209884643555,-2.9799957275390625
31,2022-10-12,215.3300018310547,219.3000030517578,211.50999450683594,217.24000549316406,217.24000549316406,66860700,8780.53988647461,-5.6199951171875
32,2022-10-13,208.3000030517578,222.99000549316406,206.22000122070312,221.72000122070312,221.72000122070312,91483000,8988.839889526367,-7.029998779296875
33,2022-10-14,224.00999450683594,226.25999450683594,204.16000366210938,204.99000549316406,204.99000549316406,94124500,9212.849884033203,15.709991455078125
34,2022-10-17,210.0399932861328,221.86000061035156,209.4499969482422,219.35000610351562,219.35000610351562,79428800,9422.889877319336,-13.970001220703125
35,2022-10-18,229.5,229.82000732421875,217.25,220.19000244140625,220.19000244140625,75891900,9652.389877319336,19.460006713867188
36,2022-10-19,219.8000030517578,222.92999267578125,217.77999877929688,222.0399932861328,222.0399932861328,66571500,9872.189880371094,-9.699996948242188
37,2022-10-20,208.27999877929688,215.5500030517578,202.0,207.27999877929688,207.27999877929688,117798100,10080.46987915039,-11.520004272460938
38,2022-10-21,206.4199981689453,214.66000366210938,203.8000030517578,214.44000244140625,214.44000244140625,75713800,10286.889877319336,-1.8600006103515625
39,2022-10-24,205.82000732421875,213.5,198.58999633789062,211.25,211.25,100446800,10492.709884643555,-0.5999908447265625
40,2022-10-25,210.10000610351562,224.35000610351562,210.0,222.4199981689453,222.4199981689453,96507900,10702.80989074707,4.279998779296875
41,2022-10-26,219.39999389648438,230.60000610351562,218.1999969482422,224.63999938964844,224.63999938964844,85012500,10922.209884643555,9.29998779296875
42,2022-10-27,229.77000427246094,233.80999755859375,222.85000610351562,225.08999633789062,225.08999633789062,61638800,11151.979888916016,10.370010375976562
43,2022-10-28,225.39999389648438,228.86000061035156,216.35000610351562,228.52000427246094,228.52000427246094,69152400,11377.3798828125,-4.3700103759765625
44,2022-10-31,226.19000244140625,229.85000610351562,221.94000244140625,227.5399932861328,227.5399932861328,61554300,11603.569885253906,0.790008544921875
45,2022-11-01,234.0500030517578,237.39999389648438,227.27999877929688,227.82000732421875,227.82000732421875,62688800,11837.619888305664,7.8600006103515625
46,2022-11-02,226.0399932861328,227.8699951171875,214.82000732421875,214.97999572753906,214.97999572753906,63070300,12063.659881591797,-8.010009765625
47,2022-11-03,211.36000061035156,221.1999969482422,210.13999938964844,215.30999755859375,215.30999755859375,56538800,12275.019882202148,-14.67999267578125
48,2022-11-04,222.60000610351562,223.8000030517578,203.0800018310547,207.47000122070312,207.47000122070312,98622200,12497.619888305664,11.240005493164062
49,2022-11-07,208.64999389648438,208.89999389648438,196.66000366210938,197.0800018310547,197.0800018310547,93916500,12706.269882202148,-13.95001220703125
50,2022-11-08,194.02000427246094,195.1999969482422,186.75,191.3000030517578,191.3000030517578,128803400,12900.28988647461,-14.629989624023438
51,2022-11-09,190.77999877929688,195.88999938964844,177.1199951171875,177.58999633789062,177.58999633789062,127062700,13091.069885253906,-3.2400054931640625
52,2022-11-10,189.89999389648438,191.0,180.02999877929688,190.72000122070312,190.72000122070312,132703000,13280.96987915039,-0.8800048828125
53,2022-11-11,186.0,196.52000427246094,182.58999633789062,195.97000122070312,195.97000122070312,114403600,13466.96987915039,-3.899993896484375
54,2022-11-14,192.77000427246094,195.72999572753906,186.33999633789062,190.9499969482422,190.9499969482422,92226600,13659.739883422852,6.7700042724609375
55,2022-11-15,195.8800048828125,200.82000732421875,192.05999755859375,194.4199981689453,194.4199981689453,91293800,13855.619888305664,3.1100006103515625
56,2022-11-16,191.50999450683594,192.57000732421875,185.66000366210938,186.9199981689453,186.9199981689453,66567600,14047.1298828125,-4.3700103759765625
57,2022-11-17,183.9600067138672,186.16000366210938,180.89999389648438,183.1699981689453,183.1699981689453,64336000,14231.089889526367,-7.54998779296875
58,2022-11-18,185.0500030517578,185.19000244140625,176.5500030517578,180.19000244140625,180.19000244140625,76048900,14416.139892578125,1.089996337890625
59,2022-11-21,175.85000610351562,176.77000427246094,167.5399932861328,167.8699951171875,167.8699951171875,92882700,14591.98989868164,-9.199996948242188
60,2022-11-22,168.6300048828125,170.9199981689453,166.19000244140625,169.91000366210938,169.91000366210938,78452300,14760.619903564453,-7.220001220703125
61,2022-11-23,173.57000732421875,183.6199951171875,172.5,183.1999969482422,183.1999969482422,109536700,14934.189910888672,4.94000244140625
62,2022-11-25,185.05999755859375,185.1999969482422,180.6300048828125,182.86000061035156,182.86000061035156,50672700,15119.249908447266,11.489990234375
63,2022-11-28,179.9600067138672,188.5,179.0,182.9199981689453,182.9199981689453,92905200,15299.209915161133,-5.0999908447265625
64,2022-11-29,184.99000549316406,186.3800048828125,178.75,180.8300018310547,180.8300018310547,83357100,15484.199920654297,5.029998779296875
65,2022-11-30,182.42999267578125,194.75999450683594,180.6300048828125,194.6999969482422,194.6999969482422,109186400,15666.629913330078,-2.5600128173828125
66,2022-12-01,197.0800018310547,198.9199981689453,191.8000030517578,194.6999969482422,194.6999969482422,80046200,15863.709915161133,14.650009155273438
67,2022-12-02,191.77999877929688,196.25,191.11000061035156,194.86000061035156,194.86000061035156,73645900,16055.48991394043,-5.3000030517578125
68,2022-12-05,189.44000244140625,191.27000427246094,180.5500030517578,182.4499969482422,182.4499969482422,93122700,16244.929916381836,-2.339996337890625
69,2022-12-06,181.22000122070312,183.64999389648438,175.3300018310547,179.82000732421875,179.82000732421875,92150800,16426.14991760254,-8.220001220703125
70,2022-12-07,175.02999877929688,179.3800048828125,172.22000122070312,174.0399932861328,174.0399932861328,84213300,16601.179916381836,-6.19000244140625
71,2022-12-08,172.1999969482422,175.1999969482422,169.05999755859375,173.44000244140625,173.44000244140625,97624500,16773.379913330078,-2.8300018310546875
72,2022-12-09,173.83999633789062,182.5,173.36000061035156,179.0500030517578,179.0500030517578,104872300,16947.21990966797,1.6399993896484375
73,2022-12-12,176.10000610351562,177.3699951171875,167.52000427246094,167.82000732421875,167.82000732421875,109794500,17123.319915771484,2.260009765625
74,2022-12-13,174.8699951171875,175.0500030517578,156.91000366210938,160.9499969482422,160.9499969482422,175862700,17298.189910888672,-1.230010986328125
75,2022-12-14,159.25,161.6199951171875,155.30999755859375,156.8000030517578,156.8000030517578,140682300,17457.439910888672,-15.6199951171875
76,2022-12-15,153.44000244140625,160.92999267578125,153.27999877929688,157.6699981689453,157.6699981689453,122334500,17610.879913330078,-5.80999755859375
77,2022-12-16,159.63999938964844,160.99000549316406,150.0399932861328,150.22999572753906,150.22999572753906,139032200,17770.519912719727,6.1999969482421875
78,2022-12-19,154.0,155.25,145.82000732421875,149.8699951171875,149.8699951171875,139390600,17924.519912719727,-5.6399993896484375
79,2022-12-20,146.0500030517578,148.47000122070312,137.66000366210938,137.8000030517578,137.8000030517578,159563300,18070.569915771484,-7.9499969482421875
80,2022-12-21,139.33999633789062,141.25999450683594,135.88999938964844,137.57000732421875,137.57000732421875,145417400,18209.909912109375,-6.7100067138671875
81,2022-12-22,136.0,136.6300048828125,122.26000213623047,125.3499984741211,125.3499984741211,210090300,18345.909912109375,-3.339996337890625
82,2022-12-23,126.37000274658203,128.6199951171875,121.0199966430664,123.1500015258789,123.1500015258789,166989700,18472.279914855957,-9.629997253417969
83,2022-12-27,117.5,119.66999816894531,108.76000213623047,109.0999984741211,109.0999984741211,208643400,18589.779914855957,-8.870002746582031
84,2022-12-28,110.3499984741211,116.2699966430664,108.23999786376953,112.70999908447266,112.70999908447266,221070500,18700.129913330078,-7.150001525878906
85,2022-12-29,120.38999938964844,123.56999969482422,117.5,121.81999969482422,121.81999969482422,221923300,18820.519912719727,10.040000915527344
86,2022-12-30,119.94999694824219,124.4800033569336,119.75,123.18000030517578,123.18000030517578,157777300,18940.46990966797,-0.44000244140625
87,2023-01-03,118.47000122070312,118.80000305175781,104.63999938964844,108.0999984741211,108.0999984741211,231402800,19058.939910888672,-1.4799957275390625
88,2023-01-04,109.11000061035156,114.58999633789062,107.5199966430664,113.63999938964844,113.63999938964844,180389000,19168.049911499023,-9.360000610351562
89,2023-01-05,110.51000213623047,111.75,107.16000366210938,110.33999633789062,110.33999633789062,157986300,19278.559913635254,1.4000015258789062
90,2023-01-06,103.0,114.38999938964844,101.80999755859375,113.05999755859375,113.05999755859375,220911100,19381.559913635254,-7.510002136230469
91,2023-01-09,118.95999908447266,123.5199966430664,117.11000061035156,119.7699966430664,119.7699966430664,190284000,19500.519912719727,15.959999084472656
92,2023-01-10,121.06999969482422,122.76000213623047,114.91999816894531,118.8499984741211,118.8499984741211,167642500,19621.58991241455,2.1100006103515625
93,2023-01-11,122.08999633789062,125.94999694824219,120.51000213623047,123.22000122070312,123.22000122070312,183810800,19743.67990875244,1.0199966430664062
94,2023-01-12,122.55999755859375,124.12999725341797,117.0,123.55999755859375,123.55999755859375,169400900,19866.239906311035,0.470001220703125
95,2023-01-13,116.55000305175781,122.62999725341797,115.5999984741211,122.4000015258789,122.4000015258789,180714100,19982.789909362793,-6.0099945068359375
96,2023-01-17,125.69999694824219,131.6999969482422,125.0199966430664,131.49000549316406,131.49000549316406,186477000,20108.489906311035,9.149993896484375
97,2023-01-18,136.55999755859375,136.67999267578125,127.01000213623047,128.77999877929688,128.77999877929688,195680300,20245.04990386963,10.860000610351562
98,2023-01-19,127.26000213623047,129.99000549316406,124.30999755859375,127.16999816894531,127.16999816894531,170291900,20372.30990600586,-9.299995422363281
99,2023-01-20,128.67999267578125,133.50999450683594,127.3499984741211,133.4199981689453,133.4199981689453,138858100,20500.98989868164,1.4199905395507812
100,2023-01-23,135.8699951171875,145.3800048828125,134.27000427246094,143.75,143.75,203119200,20636.859893798828,7.19000244140625
101,2023-01-24,143.0,146.5,141.10000610351562,143.88999938964844,143.88999938964844,158699100,20779.859893798828,7.1300048828125
102,2023-01-25,141.91000366210938,146.41000366210938,138.07000732421875,144.42999267578125,144.42999267578125,192734300,20921.769897460938,-1.089996337890625
103,2023-01-26,159.97000122070312,161.4199981689453,154.75999450683594,160.27000427246094,160.27000427246094,234815100,21081.73989868164,18.05999755859375
104,2023-01-27,162.42999267578125,180.67999267578125,161.1699981689453,177.89999389648438,177.89999389648438,306590600,21244.169891357422,2.459991455078125
105,2023-01-30,178.0500030517578,179.77000427246094,166.5,166.66000366210938,166.66000366210938,230878800,21422.21989440918,15.620010375976562
106,2023-01-31,164.57000732421875,174.3000030517578,162.77999877929688,173.22000122070312,173.22000122070312,196813500,21586.7899017334,-13.479995727539062
107,2023-02-01,173.88999938964844,183.80999755859375,169.92999267578125,181.41000366210938,181.41000366210938,213806300,21760.679901123047,9.319992065429688
108,2023-02-02,187.3300018310547,196.75,182.61000061035156,188.27000427246094,188.27000427246094,217448300,21948.0099029541,13.44000244140625
109,2023-02-03,183.9499969482422,199.0,183.69000244140625,189.97999572753906,189.97999572753906,232662000,22131.959899902344,-3.3800048828125
110,2023-02-06,193.00999450683594,198.1699981689453,189.9199981689453,194.75999450683594,194.75999450683594,186188100,22324.96989440918,9.05999755859375
111,2023-02-07,196.42999267578125,197.5,189.5500030517578,196.80999755859375,196.80999755859375,186010300,22521.39988708496,3.4199981689453125
112,2023-02-08,196.10000610351562,203.0,194.30999755859375,201.2899932861328,201.2899932861328,180673600,22717.499893188477,-0.329986572265625
113,2023-02-09,207.77999877929688,214.0,204.77000427246094,207.32000732421875,207.32000732421875,215431400,22925.279891967773,11.67999267578125
114,2023-02-10,202.22999572753906,206.1999969482422,192.88999938964844,196.88999938964844,196.88999938964844,204754100,23127.509887695312,-5.5500030517578125
115,2023-02-13,194.4199981689453,196.3000030517578,187.61000061035156,194.63999938964844,194.63999938964844,172475500,23321.929885864258,-7.80999755859375
116,2023-02-14,191.94000244140625,209.82000732421875,189.44000244140625,209.25,209.25,216455700,23513.869888305664,-2.4799957275390625
117,2023-02-15,211.75999450683594,214.66000366210938,206.11000061035156,214.24000549316406,214.24000549316406,181006400,23725.6298828125,19.819992065429688
118,2023-02-16,210.77999877929688,217.64999389648438,201.83999633789062,202.0399932861328,202.0399932861328,229586500,23936.409881591797,-0.9799957275390625
119,2023-02-17,199.99000549316406,208.44000244140625,197.5,208.30999755859375,208.30999755859375,213738500,24136.39988708496,-10.789993286132812
120,2023-02-21,204.99000549316406,209.7100067138672,197.22000122070312,197.3699951171875,197.3699951171875,180018600,24341.389892578125,5.0
121,2023-02-22,197.92999267578125,201.99000549316406,191.77999877929688,200.86000061035156,200.86000061035156,191828500,24539.319885253906,-7.0600128173828125
122,2023-02-23,203.91000366210938,205.13999938964844,196.3300018310547,202.07000732421875,202.07000732421875,146360000,24743.229888916016,5.980010986328125
123,2023-02-24,196.3300018310547,197.6699981689453,192.8000030517578,196.8800048828125,196.8800048828125,142228100,24939.55989074707,-7.5800018310546875
124,2023-02-27,202.02999877929688,209.4199981689453,201.25999450683594,207.6300048828125,207.6300048828125,161028300,25141.589889526367,5.6999969482421875
125,2023-02-28,210.58999633789062,211.22999572753906,203.75,205.7100067138672,205.7100067138672,153144900,25352.179885864258,8.55999755859375
126,2023-03-01,206.2100067138672,207.1999969482422,198.52000427246094,202.77000427246094,202.77000427246094,156852800,25558.389892578125,-4.3799896240234375
127,2023-03-02,186.74000549316406,193.75,186.00999450683594,190.89999389648438,190.89999389648438,181500700,25745.12989807129,-19.470001220703125
128,2023-03-03,194.8000030517578,200.47999572753906,192.8800048828125,197.7899932861328,197.7899932861328,154193300,25939.929901123047,8.05999755859375
129,2023-03-06,198.5399932861328,198.60000610351562,192.3000030517578,193.80999755859375,193.80999755859375,128100100,26138.46989440918,3.739990234375
130,2023-03-07,191.3800048828125,194.1999969482422,186.10000610351562,187.7100067138672,187.7100067138672,148125800,26329.849899291992,-7.1599884033203125
131,2023-03-08,185.0399932861328,186.5,180.0,182.0,182.0,151897800,26514.889892578125,-6.3400115966796875
132,2023-03-09,180.25,185.17999267578125,172.50999450683594,172.9199981689453,172.9199981689453,170023800,26695.139892578125,-4.7899932861328125
133,2023-03-10,175.1300048828125,178.2899932861328,168.44000244140625,173.44000244140625,173.44000244140625,191488900,26870.269897460938,-5.1199951171875
134,2023-03-13,167.4600067138672,177.35000610351562,163.91000366210938,174.47999572753906,174.47999572753906,167790300,27037.729904174805,-7.6699981689453125
135,2023-03-14,177.30999755859375,183.8000030517578,177.13999938964844,183.25999450683594,183.25999450683594,143717900,27215.0399017334,9.849990844726562
136,2023-03-15,180.8000030517578,182.33999633789062,176.02999877929688,180.4499969482422,180.4499969482422,145995600,27395.839904785156,3.4900054931640625
137,2023-03-16,180.3699951171875,185.80999755859375,178.83999633789062,184.1300048828125,184.1300048828125,121136800,27576.209899902344,-0.4300079345703125
138,2023-03-17,184.52000427246094,186.22000122070312,177.3300018310547,180.1300048828125,180.1300048828125,133197100,27760.729904174805,4.1500091552734375
139,2023-03-20,178.0800018310547,186.44000244140625,176.35000610351562,183.25,183.25,129684400,27938.80990600586,-6.44000244140625
140,2023-03-21,188.27999877929688,198.0,188.0399932861328,197.5800018310547,197.5800018310547,153391400,28127.089904785156,10.199996948242188
141,2023-03-22,199.3000030517578,200.66000366210938,190.9499969482422,191.14999389648438,191.14999389648438,150376400,28326.389907836914,11.020004272460938
142,2023-03-23,195.25999450683594,199.30999755859375,188.64999389648438,192.22000122070312,192.22000122070312,144193900,28521.64990234375,-4.040008544921875
143,2023-03-24,191.64999389648438,192.36000061035156,187.14999389648438,190.41000366210938,190.41000366210938,116312400,28713.299896240234,-3.6100006103515625
144,2023-03-27,194.4199981689453,197.38999938964844,189.94000244140625,191.80999755859375,191.80999755859375,120851600,28907.71989440918,2.7700042724609375
145,2023-03-28,192.0,192.35000610351562,185.42999267578125,189.19000244140625,189.19000244140625,98654600,29099.71989440918,-2.4199981689453125
146,2023-03-29,193.1300048828125,195.2899932861328,189.44000244140625,193.8800048828125,193.8800048828125,123660000,29292.849899291992,1.1300048828125
147,2023-03-30,195.5800018310547,197.3300018310547,194.4199981689453,195.27999877929688,195.27999877929688,110252200,29488.429901123047,2.4499969482421875
148,2023-03-31,197.52999877929688,207.7899932861328,197.1999969482422,207.4600067138672,207.4600067138672,170222100,29685.959899902344,1.9499969482421875
149,2023-04-03,199.91000366210938,202.69000244140625,192.1999969482422,194.77000427246094,194.77000427246094,169545900,29885.869903564453,2.3800048828125
150,2023-04-04,197.32000732421875,198.74000549316406,190.32000732421875,192.5800018310547,192.5800018310547,126463800,30083.189910888672,-2.589996337890625
151,2023-04-05,190.52000427246094,190.67999267578125,183.75999450683594,185.52000427246094,185.52000427246094,133882500,30273.709915161133,-6.8000030517578125
152,2023-04-06,183.0800018310547,186.38999938964844,179.74000549316406,185.05999755859375,185.05999755859375,123857900,30456.789916992188,-7.44000244140625
153,2023-04-10,179.94000244140625,185.10000610351562,176.11000061035156,184.50999450683594,184.50999450683594,142154600,30636.729919433594,-3.1399993896484375
154,2023-04-11,186.69000244140625,189.19000244140625,185.64999389648438,186.7899932861328,186.7899932861328,115770900,30823.419921875,6.75
155,2023-04-12,190.74000549316406,191.5800018310547,180.30999755859375,180.5399932861328,180.5399932861328,150256300,31014.159927368164,4.0500030517578125
156,2023-04-13,182.9600067138672,186.5,180.94000244140625,185.89999389648438,185.89999389648438,112933000,31197.11993408203,-7.779998779296875
157,2023-04-14,183.9499969482422,186.27999877929688,182.00999450683594,185.0,185.0,96438700,31381.069931030273,0.989990234375
158,2023-04-17,186.32000732421875,189.69000244140625,182.69000244140625,187.0399932861328,187.0399932861328,116662200,31567.389938354492,2.3700103759765625
159,2023-04-18,187.14999389648438,187.69000244140625,183.5800018310547,184.30999755859375,184.30999755859375,92067000,31754.539932250977,0.829986572265625
160,2023-04-19,179.10000610351562,183.5,177.64999389648438,180.58999633789062,180.58999633789062,125732700,31933.639938354492,-8.04998779296875
161,2023-04-20,166.1699981689453,169.6999969482422,160.55999755859375,162.99000549316406,162.99000549316406,210970800,32099.809936523438,-12.930007934570312
162,2023-04-21,164.8000030517578,166.0,161.32000732421875,165.0800018310547,165.0800018310547,123539000,32264.609939575195,-1.3699951171875
163,2023-04-24,164.64999389648438,165.64999389648438,158.61000061035156,162.5500030517578,162.5500030517578,140006600,32429.25993347168,-0.1500091552734375
164,2023-04-25,159.82000732421875,163.47000122070312,158.75,160.6699981689453,160.6699981689453,121999300,32589.0799407959,-4.829986572265625
165,2023-04-26,160.2899932861328,160.6699981689453,153.13999938964844,153.75,153.75,153364100,32749.36993408203,0.4699859619140625
166,2023-04-27,152.63999938964844,160.47999572753906,152.3699951171875,160.19000244140625,160.19000244140625,127015200,32902.00993347168,-7.649993896484375
167,2023-04-28,160.89999389648438,165.0,157.32000732421875,164.30999755859375,164.30999755859375,122515800,33062.909927368164,8.259994506835938
168,2023-05-01,163.1699981689453,163.27999877929688,158.8300018310547,161.8300018310547,161.8300018310547,109015000,33226.07992553711,2.2700042724609375
169,2023-05-02,161.8800048828125,165.49000549316406,158.92999267578125,160.30999755859375,160.30999755859375,128259700,33387.95993041992,-1.2899932861328125
170,2023-05-03,160.00999450683594,165.0,159.91000366210938,160.61000061035156,160.61000061035156,119728000,33547.96992492676,-1.8700103759765625
171,2023-05-04,162.7100067138672,162.9499969482422,159.64999389648438,161.1999969482422,161.1999969482422,95108500,33710.679931640625,2.70001220703125
172,2023-05-05,163.97000122070312,170.7899932861328,163.50999450683594,170.05999755859375,170.05999755859375,107440900,33874.64993286133,1.2599945068359375
173,2023-05-08,173.72000122070312,173.8000030517578,169.19000244140625,171.7899932861328,171.7899932861328,112249400,34048.36993408203,9.75
174,2023-05-09,168.9499969482422,169.82000732421875,166.55999755859375,169.14999389648438,169.14999389648438,88965000,34217.31993103027,-4.7700042724609375
175,2023-05-10,172.5500030517578,174.42999267578125,166.67999267578125,168.5399932861328,168.5399932861328,119840700,34389.86993408203,3.600006103515625
176,2023-05-11,168.6999969482422,173.57000732421875,166.7899932861328,172.0800018310547,172.0800018310547,103889900,34558.56993103027,-3.850006103515625
177,2023-05-12,176.07000732421875,177.3800048828125,167.22999572753906,167.97999572753906,167.97999572753906,157577100,34734.63993835449,7.3700103759765625
178,2023-05-15,167.66000366210938,169.75999450683594,164.5500030517578,166.35000610351562,166.35000610351562,105592500,34902.2999420166,-8.410003662109375
179,2023-05-16,165.64999389648438,169.52000427246094,164.35000610351562,166.52000427246094,166.52000427246094,98288800,35067.949935913086,-2.010009765625
180,2023-05-17,168.41000366210938,174.5,167.19000244140625,173.86000061035156,173.86000061035156,125473600,35236.359939575195,2.760009765625
181,2023-05-18,174.22000122070312,177.05999755859375,172.4499969482422,176.88999938964844,176.88999938964844,109520300,35410.5799407959,5.80999755859375
182,2023-05-19,177.1699981689453,181.9499969482422,176.30999755859375,180.13999938964844,180.13999938964844,136024200,35587.749938964844,2.9499969482421875
183,2023-05-22,180.6999969482422,189.32000732421875,180.11000061035156,188.8699951171875,188.8699951171875,132001400,35768.449935913086,3.529998779296875
184,2023-05-23,186.1999969482422,192.9600067138672,185.25999450683594,185.77000427246094,185.77000427246094,156952100,35954.64993286133,5.5
185,2023-05-24,182.22999572753906,184.22000122070312,178.22000122070312,182.89999389648438,182.89999389648438,137605100,36136.87992858887,-3.970001220703125
186,2023-05-25,186.5399932861328,186.77999877929688,180.5800018310547,184.47000122070312,184.47000122070312,96870700,36323.419921875,4.30999755859375
187,2023-05-26,184.6199951171875,198.60000610351562,184.52999877929688,193.1699981689453,193.1699981689453,162061500,36508.03991699219,-1.9199981689453125
188,2023-05-30,200.10000610351562,204.47999572753906,197.52999877929688,201.16000366210938,201.16000366210938,128818700,36708.1399230957,15.480010986328125
189,2023-05-31,199.77999877929688,203.9499969482422,195.1199951171875,203.92999267578125,203.92999267578125,150711700,36907.919921875,-0.32000732421875
190,2023-06-01,202.58999633789062,209.8000030517578,199.3699951171875,207.52000427246094,207.52000427246094,148029900,37110.50991821289,2.80999755859375
191,2023-06-02,210.14999389648438,217.25,209.75,213.97000122070312,213.97000122070312,164129000,37320.659912109375,7.55999755859375
192,2023-06-05,217.8000030517578,221.2899932861328,214.52000427246094,217.61000061035156,217.61000061035156,151143100,37538.45991516113,7.6500091552734375
193,2023-06-06,216.13999938964844,221.91000366210938,212.52999877929688,221.30999755859375,221.30999755859375,146911600,37754.59991455078,-1.660003662109375
194,2023-06-07,228.0,230.8300018310547,223.1999969482422,224.57000732421875,224.57000732421875,185710800,37982.59991455078,11.860000610351562
195,2023-06-08,224.22000122070312,235.22999572753906,223.00999450683594,234.86000061035156,234.86000061035156,164489700,38206.819915771484,-3.779998779296875
196,2023-06-09,249.07000732421875,252.4199981689453,242.02000427246094,244.39999389648438,244.39999389648438,199882300,38455.8899230957,24.850006103515625
197,2023-06-12,247.94000244140625,250.97000122070312,244.58999633789062,249.8300018310547,249.8300018310547,150337900,38703.82992553711,-1.1300048828125
198,2023-06-13,253.50999450683594,259.67999267578125,251.33999633789062,258.7099914550781,258.7099914550781,162384300,38957.339920043945,5.5699920654296875
199,2023-06-14,260.1700134277344,261.57000732421875,250.5,256.7900085449219,256.7900085449219,170575500,39217.50993347168,6.6600189208984375
200,2023-06-15,248.39999389648438,258.95001220703125,247.2899932861328,255.89999389648438,255.89999389648438,160171200,39465.909927368164,-11.77001953125
201,2023-06-16,258.9200134277344,263.6000061035156,257.2099914550781,260.5400085449219,260.5400085449219,167563700,39724.8299407959,10.52001953125
202,2023-06-20,261.5,274.75,261.1199951171875,274.45001220703125,274.45001220703125,165611200,39986.3299407959,2.579986572265625
203,2023-06-21,275.1300048828125,276.989990234375,257.7799987792969,259.4599914550781,259.4599914550781,211797100,40261.45994567871,13.6300048828125
204,2023-06-22,250.77000427246094,265.0,248.25,264.6099853515625,264.6099853515625,166875900,40512.22994995117,-24.360000610351562
